ID,Length,Width,Height,Source_X,Source_Y,Source_Z,Receiver_X,Receiver_Y,Receiver_Z,f1,f2,f3,f4,f5,f6,f7
RIR_092_case6_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_092_case7_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_092_case8_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_092_case9_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_092_case10_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_092_case12_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_092_case13_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_092_case14_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_092_case15_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_092_case16_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_092_case17_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_092_case18_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_092_case19_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_092_case20_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_092_case21_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_092_case22_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_092_case23_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_092_case24_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_092_case26_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_092_case27_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_092_case28_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_092_case29_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_092_case30_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_092_case31_edc,3.5,3.0,3.5,1.4,1.8,1.5,2.2,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_093_case0_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_093_case1_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_093_case2_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_093_case3_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_093_case4_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_093_case5_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_093_case6_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_093_case7_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_093_case8_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_093_case9_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_093_case10_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_093_case12_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_093_case13_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_093_case14_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_093_case15_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_093_case16_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_093_case17_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_093_case18_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_093_case19_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_093_case20_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_093_case21_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_093_case22_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_093_case23_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_093_case24_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_093_case26_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_093_case27_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_093_case28_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_093_case29_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_093_case30_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_093_case31_edc,3.5,3.0,3.5,1.0,1.8,1.5,2.2,1.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_094_case0_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_094_case1_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_094_case2_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_094_case3_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_094_case4_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_094_case5_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_094_case6_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_094_case7_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_094_case8_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_094_case9_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_094_case10_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_094_case12_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_094_case13_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_094_case14_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_094_case15_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_094_case16_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_094_case17_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_094_case18_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_094_case19_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_094_case20_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_094_case21_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_094_case22_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_094_case23_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_094_case24_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_094_case26_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_094_case27_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_094_case28_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_094_case29_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_094_case30_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_094_case31_edc,3.5,3.0,4.0,1.4,1.0,1.5,2.2,1.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_095_case0_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_095_case1_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_095_case2_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_095_case3_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_095_case4_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_095_case5_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_095_case6_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_095_case7_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_095_case8_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_095_case9_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_095_case10_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_095_case12_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_095_case13_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_095_case14_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_095_case15_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_095_case16_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_095_case17_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_095_case18_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_095_case19_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_095_case20_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_095_case21_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_095_case22_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_095_case23_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_095_case24_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_095_case26_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_095_case27_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_095_case28_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_095_case29_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_095_case30_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_095_case31_edc,3.5,3.0,4.0,1.4,1.8,1.5,2.2,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_096_case0_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_096_case1_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_096_case2_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_096_case3_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_096_case4_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_096_case5_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_096_case6_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_096_case7_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_096_case8_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_096_case9_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_096_case10_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_096_case12_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_096_case13_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_096_case14_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_096_case15_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_096_case16_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_096_case17_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_096_case18_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_096_case19_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_096_case20_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_096_case21_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_096_case22_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_096_case23_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_096_case24_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_096_case26_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_096_case27_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_096_case28_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_096_case29_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_096_case30_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_096_case31_edc,3.5,3.0,4.0,1.0,1.8,1.5,2.2,1.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_097_case0_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_097_case1_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_097_case2_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_097_case3_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_097_case4_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_097_case5_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_097_case6_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_097_case7_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_097_case8_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_097_case9_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_097_case10_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_097_case12_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_097_case13_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_097_case14_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_097_case15_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_097_case16_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_097_case17_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_097_case18_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_097_case19_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_097_case20_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_097_case21_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_097_case22_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_097_case23_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_097_case24_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_097_case26_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_097_case27_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_097_case28_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_097_case29_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_097_case30_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_097_case31_edc,3.5,3.5,2.5,1.0,1.8,1.5,2.2,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_098_case0_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_098_case1_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_098_case2_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_098_case3_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_098_case4_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_098_case5_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_098_case6_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_098_case7_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_098_case8_edc,3.5,3.5,2.5,2.2,2.2,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
